time,timestep,maxtimestep,icao24,outliers,callsign,heading,baroaltitude,lat,lon,velocity,vertratecorr,baroaltitudeanalysis,dbaroaltitudeanalysis,tasanalysis,dtasanalysis,baroaltitudekalman,taskalman,segment,modeltype,operator,ukalman,vkalman,tempkalman,temp_surfacekalman,temp1000kalman,temp2000kalman,temp3000kalman,temp4000kalman,temp5000kalman,temp6000kalman,temp7000kalman,temp8000kalman,temp9000kalman,temp10000kalman,temp11000kalman,tempanalysis,target_cas1,target_cas2,target_Mach,mseSpeed,n_cas1,n_cas2,n_mach,fromICAO,toICAO,distance_from_dep,trip_distance,massPast,mseEnergyRatePast,massFutur,mseEnergyRateFutur,u,v,temp,tas
1505516000,855,1275,83,0.000805801772764,252,170.508252891,6225.54,-28.6306927487,151.979426498,172.123106734,2.65761833924,6226.90209291,2.75661498084,165.180962235,0.0643349767204,6220.21927074,164.917193602,17563,1,1,15.4244271495,-4.95403868247,252.315856388,290.189298686,246.100559492,237.586000663,229.824334992,223.275429801,220.004221568,217.900263607,216.502381209,214.269610492,211.753552204,209.714414401,210.380303817,252.274681285,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,29937.3,2.94726,,,15.4276332453,-4.97134140402,252.283071102,165.303831346
1505516015,870,1275,83,0.000805801772764,252,170.050165696,6272.42378142,-28.653192084,151.983775992,172.881246712,3.92273162989,6271.9986245,3.19196324175,165.919392314,0.0385725177813,6267.52972684,165.730309869,17563,1,1,15.5428960253,-5.09623583827,252.021453022,290.20434079,245.677879623,237.190871351,229.478996085,222.949671394,219.855772374,217.823459345,216.458072021,214.165060816,211.668163408,209.772680545,210.432363712,251.994082,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,30051.9,2.49065,,,15.5457475905,-5.11213763146,251.99147872,165.788968861
1505516030,885,1275,83,0.000805801772764,252,169.588881672,6316.98,-28.6768204217,151.988636181,173.654380385,2.3339249694,6320.9894435,3.35869413942,166.466338854,0.0344740929599,6313.87047006,166.209029033,17563,1,1,15.6633247054,-5.23507042666,251.734932173,290.220279312,245.265561946,236.804449993,229.139438042,222.628319037,219.710988163,217.750636711,216.418040731,214.065152274,211.5870089,209.831118797,210.484664999,251.691597738,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,30273.9,1.86796,,,15.665071922,-5.24516846912,251.715999673,166.294542437
1505516045,900,1275,83,0.000805801772764,252,169.982234412,6370.84937448,-28.6999751161,151.99332967,174.484510768,3.29943234949,6373.8014906,3.70080048565,166.867298525,0.0163500934733,6366.77482473,166.822555381,17563,1,1,15.7991028125,-5.34225259711,251.403132017,290.236219821,244.796589697,236.365688452,228.754859088,222.279818073,219.552141116,217.671433988,216.372158825,213.948309922,211.491300792,209.893284178,210.540109579,251.358372058,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,29995.5,1.9696,,,15.8040487623,-5.34601218756,251.377172784,167.112739099
1505516060,915,1275,83,0.000805801772764,252,169.527442454,6431.28,-28.723021658,151.998040902,174.735169534,4.22656,6432.43587554,4.10267683526,166.896576606,-0.0128858203605,6424.16841081,167.117470692,17563,1,1,15.9608861397,-5.38720481169,251.035917988,290.252401038,244.290190331,235.892055272,228.339743751,222.076390143,219.384742674,217.589261089,216.323615135,213.820761629,211.386446533,209.958001886,210.597722187,250.98364899,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,29888.5,2.35576,,,15.9696373947,-5.39396750739,250.99095381,167.177929839
1505516075,930,1275,83,0.000805801772764,252,169.414037899,6501.21622033,-28.7463909184,152.00299896,173.752645741,7.39981476792,6494.46814787,3.96732833894,166.602094487,-0.0134923299443,6489.91699257,166.5154475,17563,1,1,16.1374643694,-5.44232232986,250.618201394,290.265799689,243.712632426,235.352970743,227.868355655,221.853126235,219.200081858,217.499704946,216.268768274,213.672827527,211.263861788,210.027523724,210.659860458,250.589664517,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,29886.5,2.36017,,,16.1515750863,-5.45339585764,250.547379302,166.092269034
1505516090,945,1275,83,0.000805801772764,252,169.458219835,6545.58,-28.7699429275,152.008041909,174.337991646,2.00483331269,6544.85135112,2.73827905893,166.879379089,0.0519772172047,6541.36781242,166.50766724,17563,1,1,16.3002629354,-5.48622783035,250.292513734,290.276961478,243.262558941,234.931001784,227.495618489,221.674026237,219.053842425,217.432908008,216.233311143,213.563496852,211.174001589,210.086485057,210.713288016,250.270820643,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,29926.9,2.56055,,,16.3056195158,-5.49049171874,250.266284194,166.635858343
1505516105,960,1275,83,0.000805801772764,252,169.545542626,6583.68,-28.7928261477,152.012830114,175.777592244,1.30048,6580.07960417,2.16600024684,167.939831535,0.0770209461702,6579.09902083,167.578563399,17563,1,1,16.4450358453,-5.51958854604,250.054313403,290.287884318,242.933455213,234.620153287,227.2169163,221.536203148,218.943376524,217.386363746,216.214553835,213.489779999,211.11444498,210.135223318,210.75791546,250.048238942,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,29873.6,2.50941,,,16.4509677867,-5.52437183867,250.025941175,168.046448845
1505516120,975,1275,83,0.000805801772764,252,169.605675552,6614.16,-28.8167724609,152.017769447,176.783199624,2.60096,6617.86127475,3.0934218822,168.730106169,0.0184773497814,6607.62107208,168.896092204,17563,1,1,16.5840318181,-5.54511950806,249.874162225,290.298757208,242.684843966,234.382721448,226.999435548,221.423812006,218.855479488,217.353365484,216.208276626,213.44122564,211.076538813,210.178687073,210.798194993,249.811039571,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,29988,2.57045,,,16.5926665973,-5.5521702219,249.833846551,169.0240616
1505516135,990,1275,83,0.000805801772764,252,169.768203934,6675.12,-28.840110966,152.02262707,176.664640253,4.24355773852,6674.84897977,4.42037629384,168.45139462,-0.0516223048298,6664.44278152,168.915299952,17563,1,1,16.7599478356,-5.60415331552,249.521448222,290.309427333,242.193184166,233.920880643,226.590754532,221.236447009,218.702759151,217.287641835,216.064385616,213.320489687,210.976884884,210.240214886,210.853849947,249.457789018,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,29825,2.6367,,,16.7742638418,-5.6159765335,249.45613207,168.872103877
1505516150,1005,1275,83,0.000805801772764,252,169.84573342,6745.33157595,-28.8626530685,152.027189029,175.081097694,4.52417102095,6745.12407327,4.73458533903,167.454734955,-0.0704405545748,6740.666571,167.467789665,17563,1,1,16.9614647357,-5.6890341043,249.05406307,290.319870374,241.53873096,233.308392785,226.053255014,221.000777015,218.50848445,217.202211308,215.86278172,213.151631159,210.835994691,210.313302922,210.919288747,249.027051404,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,29894.6,2.66201,,,16.9677978207,-5.69431874988,249.025794307,167.223027564
1505516165,1020,1275,83,0.000805801772764,252,169.982234412,6813.07947508,-28.8863751486,152.032018393,174.484510768,5.01182701084,6812.70084457,4.19524315635,166.522516947,-0.0499725629825,6807.03152687,166.685205346,17563,1,1,17.1579941637,-5.76675583718,248.650758638,290.330273835,240.972465254,232.776135967,225.582414135,220.793845507,218.361440314,217.132682582,215.693552383,213.010606298,210.719059718,210.380526094,210.97989615,248.616705882,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,29836.4,2.53058,,,17.1663186911,-5.77377260344,248.614432418,166.573238189
1505516180,1035,1275,83,0.000805801772764,252,169.786027015,6865.74901614,-28.9092481612,152.036676829,174.068420046,3.04402435623,6869.65994437,3.44274402957,166.009438533,-0.0214654023258,6862.07619326,166.057584803,17563,1,1,17.3379545803,-5.83507105898,248.318882696,290.340469347,240.505112302,232.334951252,225.189033672,220.620858302,218.27439404,217.079058665,215.557976569,212.898190671,210.626425573,210.439132398,211.033052924,248.273674921,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,30203.5,3.05934,,,17.343081862,-5.83943231531,248.296983634,166.022126283
1505516195,1050,1275,83,0.000805801772764,252,169.952763076,6918.96,-28.9321144909,152.041298878,173.977933067,3.06631900765,6917.78278912,3.01353729377,165.721304834,-0.020839077555,6912.91924425,165.927525335,17563,1,1,17.5144577588,-5.90152051199,248.014663257,290.350524939,240.075317887,231.927921748,224.824099431,220.461269034,218.196041794,217.032810636,215.435732541,212.797156693,210.543507433,210.49471816,211.083646924,247.985869412,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,30481.9,2.66939,,,17.523009162,-5.90885651035,247.978902316,165.89779186
1505516210,1065,1275,83,0.000805801772764,252,176.997934248,6957.95647049,-28.9559622372,152.045241481,171.032135384,2.63920940737,6960.81577962,2.74173758651,165.382536994,-0.0201740794399,6955.2508052,165.363808631,17563,1,1,17.6855486594,-5.96117422921,247.763130786,290.360450673,239.718379964,231.587244442,224.51389958,220.323779854,218.130235045,216.998614746,215.340145469,212.718998025,210.480234639,210.545782133,211.1304764,247.730388177,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,30982.2,4.80422,,,17.6894388965,-5.96454110846,247.747208887,165.064012041
1505516225,1080,1275,83,0.000805801772764,252,186.734001836,7002.78,-28.9788658817,152.043974868,167.838085891,2.27584,7000.97568525,2.70311469435,165.203851783,-0.00684764264068,6999.36190065,165.028606053,17563,1,1,17.8562941514,-6.03001623592,247.504603818,290.369954484,239.349067859,231.234426967,224.189234551,220.18018157,218.062727228,216.965265512,215.241957626,212.638226835,210.414339288,210.597730938,211.177644474,247.495168986,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,31257.1,5.38607,,,17.8612737782,-6.0343741014,247.484622293,164.974196542
1505516240,1095,1275,83,0.000805801772764,252,189.980494853,7028.43715056,-29.0009529301,152.040082631,167.317622117,2.1894101807,7046.66888655,3.51726365893,164.855816194,-0.0490310680985,7023.52500551,165.528757835,17563,1,1,17.9967262666,-6.07793274109,247.364826163,290.378870415,239.14674413,231.036313978,223.995243715,220.087358467,218.020190276,216.954022453,215.200794552,212.605953273,210.389658399,210.63667606,211.213477524,247.230271678,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,31789.8,6.06349,,,18.0039820572,-6.08436163805,247.336238096,165.515223931
1505516255,1110,1275,83,0.000805801772764,252,190.759016018,7109.46,-29.0229321552,152.035419864,165.346690429,3.8229272361,7104.97220879,4.05117238108,163.850032809,-0.0701882496778,7102.2512293,163.9538292,17563,1,1,18.2470955249,-6.20326901473,246.906192567,290.37784259,238.498647013,230.432184622,223.456791986,219.869657098,217.919700614,216.891512237,215.00694693,212.44402362,210.254990386,210.710254247,211.279363967,246.890512197,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,31756.9,6.10546,,,18.2577630097,-6.21294369965,246.864660759,163.768514071
1505516270,1125,1275,83,0.000805801772764,252,190.397794324,7164.31734451,-29.0449620988,152.030727033,164.755536422,3.57632,7163.37787038,3.64056853005,163.036849265,-0.0348073172937,7158.98409345,163.11293052,17563,1,1,18.466798726,-6.30455081143,246.578291861,290.376680183,238.020332434,229.999058709,223.063611709,219.708523489,217.848025216,216.853654789,214.876083076,212.335934663,210.166353828,210.769827254,211.333275957,246.553163249,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,32138.1,5.30161,,,18.4747259303,-6.31190351106,246.547791908,163.029314176
1505516285,1140,1275,83,0.000805801772764,252,189.904183213,7216.14,-29.067316597,152.026226643,164.501463,2.70238585612,7212.6548812,2.92442780719,162.820273412,0.00422389958954,7212.02552476,162.704891145,17563,1,1,18.659359257,-6.30992278162,246.183447195,290.375287292,237.57053794,229.604108843,222.694951064,219.558043134,217.783679906,216.822204397,214.75684437,212.237878846,210.173616644,210.827116425,211.385280897,246.177730801,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,32307.5,4.88479,,,18.661622803,-6.3010193729,246.146083213,162.673204039
1505516300,1155,1275,83,0.000805801772764,252,189.344671902,7254.24,-29.0881824321,152.022178005,164.750640801,2.21748509908,7252.94122226,2.52215600207,163.03011279,0.0197431001577,7249.0699223,162.951881871,17563,1,1,18.8092974239,-6.25565053479,245.846105052,290.374478064,237.25782172,229.327890378,222.432012785,219.448808655,217.739112896,216.806015887,214.680263343,212.176029585,210.223757242,210.872816961,211.427189107,245.811107244,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,32614.5,4.25654,,,18.8121262132,-6.24456808109,245.799369355,162.824649016
1505516315,1170,1275,83,0.000805801772764,252,188.961136967,7292.34,-29.1084303474,152.018412594,165.135312192,2.54918733921,7290.54113538,2.55850213595,163.33052953,0.0158022833384,7286.80258468,163.167316242,17563,1,1,18.9558646159,-6.20031233993,245.504217248,290.373889151,236.940445732,229.046660292,222.165418965,219.339527185,217.696060295,216.790376935,214.601609774,212.112331003,210.273436425,210.918044234,211.468613934,245.470574108,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,32700.3,4.21402,,,18.9588796165,-6.18855428798,245.454391312,163.167972342
1505516330,1185,1275,83,0.000805801772764,252,188.935613843,7323.01073211,-29.1332390269,152.013988534,165.603031499,1.85878034588,7331.60930016,2.96836409322,163.377724625,-0.0108589455558,7321.01362799,163.655109253,17563,1,1,19.1288926566,-6.15802041502,245.195271612,290.371176446,236.653494928,228.789748974,221.916913423,219.235378937,217.657437273,216.78297905,214.537968084,212.062321654,210.32567122,210.966049977,211.513007576,245.100361054,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,32844.5,3.87975,,,19.1299758768,-6.15382269398,245.177373739,163.703612326
1505516345,1200,1275,83,0.000805801772764,252,188.779522981,7385.27486314,-29.1551318467,152.010059915,164.491783492,4.09899834503,7378.89827039,3.21014713646,163.12342181,-0.0135498989828,7379.81585288,162.839619618,17563,1,1,19.2972563606,-6.06288409165,244.668791773,290.369701086,236.162999006,228.354320464,221.576592084,219.077409269,217.598876728,216.755628477,214.406231445,211.953648389,210.39129071,211.02509193,211.566431551,244.676958824,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,32552.1,3.48183,,,19.3001975809,-6.05155508971,244.62022105,162.69069902
1505516360,1215,1275,83,0.000805801772764,252,188.786903507,7421.88,-29.1773344429,152.006198171,165.015481128,2.77134615401,7426.14308581,3.12188693469,162.995000298,-0.00895077764715,7418.45494593,163.249574728,17563,1,1,19.4567787014,-6.01162804908,244.324544914,290.368029492,235.842073339,228.065776325,221.448700582,218.967394092,217.561431147,216.74653145,214.32926133,211.891840515,210.443095462,211.072373175,211.609849199,244.25647143,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,32390,3.40346,,,19.4586175369,-6.00459312532,244.294210831,163.301485158
1505516375,1230,1275,83,0.000805801772764,252,188.787321374,7475.22,-29.1993931966,152.002306149,164.495219214,2.65042800189,7472.74880187,3.05225810912,162.865505069,-0.00583465697554,7469.28440241,162.910552429,17563,1,1,19.622071261,-5.93685649153,243.874691987,290.366343402,235.422017894,227.688989253,221.28986393,218.830482931,217.51570409,216.730236256,214.220872517,211.803199037,210.502773943,211.126343809,211.707699529,243.844196679,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,32096.9,2.36923,,,19.6252421259,-5.92481115079,243.822451459,162.907788458
1505516390,1245,1275,83,0.000805801772764,252,188.84181456,7520.94,-29.2215427737,151.998406733,163.998744168,3.42461248405,7516.88114563,2.78913524696,162.880166132,0.00981594076413,7514.49031061,162.69743641,17563,1,1,19.7869022463,-5.87495458847,243.476367501,290.362541845,235.050073429,227.353403204,221.147658395,218.708120952,217.477706322,216.720338465,214.127946058,211.727525681,210.557940472,211.176779556,211.832862323,243.455437279,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,32328,1.35885,,,19.7903476489,-5.86201661367,243.419917864,162.540677228
1505516405,1260,1275,83,0.000805801772764,252,188.814274189,7554.3594496,-29.2432839302,151.994627096,164.507093761,2.0250069678,7555.59926966,2.42024721667,163.170849586,0.0270507295061,7550.95678892,163.041686628,17563,1,1,19.9473815313,-5.8309927958,243.155695289,290.356268748,234.75095053,227.081428146,221.030512931,218.607640429,217.449448317,216.717910967,214.057472454,211.670579503,210.605881878,211.221445045,211.937293683,243.115246559,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,32312.1,1.34547,,,19.9492117938,-5.82423904771,243.126046663,163.115295732
1505516420,1275,1275,83,0.000805801772764,252,188.610293939,7591.34091276,-29.2655077903,151.99070376,164.937678251,2.84838772215,7591.15686525,2.33471170203,163.608052508,0.0295889003633,7588.51287802,163.552451826,17563,1,1,20.1120203465,-5.78677132613,242.827097771,290.349716061,234.444014277,226.801311173,220.9108421,218.505069824,217.422235716,216.716821156,213.985205767,211.612182472,210.654935528,211.267163936,212.043742683,242.804168451,118.541564941,120.438157011,0.523668207813,11.7737737774,10,33,25,0,0,,,32267.8,1.52018,,,20.113552618,-5.78122049919,242.802572606,163.554783711

1505702915,0,1050,76,0.,252,132.285566397,551.333348153,-27.566211823,151.805835496,79.5191595345,10.4234685636,558.150612921,10.5765118534,77.5695529077,0.310321472605,551.303400184,78.8612481049,17727,1,1,-0.874508576791,-1.95673286284,293.875983497,297.497645703,283.803974794,276.242238652,271.873211438,266.003778913,258.770300328,250.844540039,244.018913272,239.753590384,236.120587786,230.28914336,221.518005207,293.802613186,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,,,25275.4,5.50824,-0.874501309792,-1.95673977414,293.875662488,78.8758517413
1505702930,15,1050,76,0.,252,140.65968506,704.035842907,-27.5737556971,151.814782856,82.8529933867,10.07872,715.263920278,10.1762500767,82.6561355803,0.407839393603,684.497673517,81.1279494135,17727,1,1,-0.829048874995,-1.97542009229,292.457078778,297.489287593,282.554678941,275.812036444,271.136529375,265.155116635,257.685218612,249.818435019,243.2623231,239.395504171,235.424110523,229.049873953,220.448330125,292.131848668,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,,,25259.7,5.63942,-0.824362183262,-1.97988791304,292.250427625,81.8662242448
1505702945,30,1050,76,0.,252,176.797637196,878.985435686,-27.584878787,151.818747887,90.9216415588,8.1093842322,852.056348769,7.67845598071,90.845860921,0.695378863038,864.094208739,87.3911447733,17727,1,1,-0.730511629894,-1.97586992574,290.582926308,297.487184952,280.89845698,275.24436672,270.132623268,264.027207535,256.216051568,248.454429097,242.251285796,238.913802682,234.500490806,227.410716909,219.0367507,290.707411627,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,,,25287.9,5.97807,-0.722766937721,-1.97359368803,290.429136772,88.9953935545
1505702960,45,1050,76,0.,252,183.005090824,944.88,-27.5983438574,151.818099426,105.234071539,5.90704064388,950.034880648,5.98541353293,102.247320925,0.736719450358,940.719978497,100.687778578,17727,1,1,-0.655582275406,-1.97207432,289.802222634,297.49102845,280.200012118,275.005545283,269.710518156,263.421978953,255.591968722,247.867484162,241.803262769,238.690513816,234.104805962,226.721174821,218.445176645,289.706740849,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,,,25352.2,6.27782,-0.653460276554,-1.97145741393,289.759569829,103.232528601
1505702975,60,1050,76,0.,252,183.846698571,1043.94,-27.6130252865,151.817100197,113.53400533,11.4506047599,1050.49847948,7.76832339508,111.034374749,0.415080733929,1033.45272528,110.288125195,17727,1,1,-0.544087969185,-1.9431315569,288.869138228,297.495084818,279.519771894,274.667290391,269.204957059,262.692149374,254.843054314,247.163644678,241.266932611,238.426852076,233.636054819,225.896829058,217.739076735,288.697865292,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,,,25403.7,6.48036,-0.532657002114,-1.93586340888,288.763729845,111.567491511
1505702990,75,1050,76,0.,252,184.031801098,1173.79341961,-27.6284850148,151.815972778,117.068511564,10.8081827748,1185.1920082,10.1386409685,115.007936241,0.147796909995,1160.61669149,114.654166485,17727,1,1,-0.369902225812,-1.86669538143,287.60539695,297.499127628,278.618324545,273.967237139,268.5206291,261.700964546,253.829293848,246.213754403,240.659926882,238.081116625,233.011256093,224.787008443,216.787604902,287.361362327,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,,,25412.6,6.61378,-0.35599458562,-1.85776706204,287.474477577,115.190530868
1505703005,90,1050,76,0.,252,185.504960852,1356.9545984,-27.6438852153,151.814459419,118.393943498,12.1516037454,1348.86829932,11.3836553285,116.71612838,0.105684884198,1341.1312303,115.865863874,17727,1,1,-0.148205228305,-1.75834518085,285.832051268,297.503678613,277.358348368,272.988355773,267.383441654,260.3146872,252.416234345,245.089043832,240.132894718,237.09780379,232.153103,223.251566168,215.469357335,285.756435436,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,,,25408.6,6.70804,-0.132127811494,-1.74792190997,285.677468397,116.641413515
1505703020,105,1050,76,0.,252,184.927109948,1529.20352425,-27.6607861664,151.812685361,119.793673298,10.6179514827,1522.37867034,11.7210196976,118.154358467,0.0839110460522,1509.39774669,117.876049717,17727,1,1,0.0784502016974,-1.59185694369,284.210293405,297.508240792,276.357701426,272.091337244,266.285353624,259.042519718,251.073222063,244.079190656,239.646314929,236.194516864,230.656139425,221.860596006,214.275348304,284.086873092,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,,,25466,6.83868,0.107123599877,-1.55188837658,284.022047448,118.256963748
1505703035,120,1050,76,0.,252,184.681878236,1707.25607567,-27.676904123,151.811200942,119.750585425,14.0122517905,1702.2374922,12.3564413759,119.224593299,0.0584750725974,1680.61409403,118.847887742,17727,1,1,0.352277126,-1.26563821477,282.596730629,297.512525064,275.81076586,271.155300071,265.187215898,257.666672598,249.727751809,243.067189745,239.165176966,235.304577142,229.059636134,220.484248861,213.093276205,282.394443911,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,,,25544.3,6.93242,0.389706795303,-1.21311676623,282.3475575,118.574327507
1505703050,135,1050,76,0.,252,185.597292072,1868.42624449,-27.6931161557,151.809639102,121.990555913,9.07134058011,1894.51021557,13.4039989699,119.594418375,-0.0420210706233,1853.77166306,120.62838037,17727,1,1,0.618672690711,-0.945705580225,280.988643359,297.516856246,275.269331796,270.191923267,264.09613504,256.235223993,248.38820824,242.057612779,238.689870556,234.43158978,227.481547181,219.126519839,211.93079492,280.613954678,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,25508.3,14.2969,25658.2,6.85385,0.638658973779,-0.917468186349,280.853683107,121.141924436
1505703065,150,1050,76,0.,252,187.286637979,2115.29459517,-27.7088124784,151.807508189,117.62623175,18.5978541413,2100.71082533,13.5009176671,117.993554265,-0.113309709789,2089.83454541,118.0722635,17727,1,1,1.02609231175,-0.442220171923,279.10743342,297.522029104,274.353490625,268.909081575,262.241695428,254.326463915,246.605477691,240.719362191,238.073398844,233.288715458,225.389939421,217.32610482,210.395953081,279.03027625,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,24613.8,8.42632,25776,6.79502,1.07193870863,-0.381005755904,278.926950504,117.389523713
1505703080,165,1050,76,0.,252,185.154819498,2296.72901785,-27.7247462822,151.805609418,116.889060545,12.7184634273,2283.22548861,10.6217653372,117.939811089,0.133541122531,2274.90576147,116.932080429,17727,1,1,1.37204699358,-0.0225489479536,277.803327048,297.526794534,273.34074242,267.832133241,260.800608678,252.85823764,245.340624518,240.105399634,237.282453289,232.421440796,223.802815434,215.962282608,209.234051154,277.74535452,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,25009,7.50194,25850.3,6.94119,1.41013991885,0.0288750056033,277.651364705,117.052910593
1505703095,180,1050,76,0.,252,179.418472841,2417.09828232,-27.7409904586,151.804785468,122.035420721,6.43591328773,2420.34045425,7.91856545767,121.708721162,0.331277744411,2407.54262113,121.22830667,17727,1,1,1.61497654489,0.267157890074,276.881472954,297.530000729,272.626337303,266.957912975,259.78135471,251.798438726,244.521744629,239.715404875,236.574098829,231.591127084,222.694525304,215.010666613,208.424237505,276.793468104,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,24903.8,7.44322,25943.1,7.05596,1.631229562,0.289338980291,276.815752225,122.319104295
1505703110,195,1050,76,0.,252,174.226047406,2535.57314284,-27.7578092524,151.805974383,126.554434244,7.88338590546,2530.23794547,6.95524942685,127.032172101,0.368583198528,2522.9029154,125.497714253,17727,1,1,1.97658949969,0.157231964713,276.295166806,297.530340445,272.012876557,266.207298963,258.903020408,250.865851478,243.811126888,239.377102058,235.969416574,230.499090945,221.750522563,214.200337529,207.735123915,276.271953685,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,24890.3,7.45204,26042.3,7.07392,2.03236008804,0.106799986229,276.255080308,126.472566429
1505703125,210,1050,76,0.,252,172.682992768,2630.35438797,-27.7755054926,151.808342169,133.297592682,7.92698777337,2636.01037117,7.32888571519,132.106301816,0.289318520811,2616.30741502,131.851858123,17727,1,1,2.39202592416,-0.23240851373,275.998486887,297.528893286,271.511417441,265.605748211,258.155614747,250.112535293,243.231856303,239.098919496,235.485058972,229.626533701,220.999750391,213.556438295,207.223485787,275.936963139,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,24593.7,6.33119,26151.4,6.96254,2.45269161421,-0.287842216848,275.954611653,132.721352192
1505703140,225,1050,76,0.,252,171.671114262,2745.84092653,-27.793455476,151.811162372,137.261146688,7.03868437249,2748.41857742,7.50234476501,135.88493508,0.226848534365,2737.72326888,135.268569575,17727,1,1,2.91454024982,-0.728653849719,275.620288812,297.526778244,270.834750641,264.830831769,257.131187529,249.147115031,242.493722761,238.7546247,234.876453342,228.510093307,220.041141115,212.733097311,207.059609733,275.58740169,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,24533.3,6.48604,26273.3,6.81407,2.94884951345,-0.760337586199,275.595324445,136.110632637
1505703155,240,1050,76,0.,252,171.789156617,2859.63082087,-27.812261083,151.814217468,140.483801374,3.53777990484,2858.13983844,7.13986482081,139.244030208,0.222479660502,2854.48989326,138.090480929,17727,1,1,3.40129942258,-1.20289578346,275.263480918,297.524162849,270.193873226,264.093503941,256.155282794,248.225608748,241.786003007,238.42621118,234.303641209,227.45343341,219.132278347,211.957141666,206.906882757,275.252427145,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,24513,6.49238,26391.9,6.66822,3.42255713716,-1.22274995904,275.247912931,138.821972211
1505703170,255,1050,76,0.,252,172.477681972,2960.47885704,-27.8312716726,151.817112267,144.390524697,7.88648228361,2968.5983549,7.7288860326,142.109944422,0.150987362557,2947.35703554,141.935254525,17727,1,1,3.77530371567,-1.58198390867,274.984793369,297.521713202,269.691425345,263.36162245,255.383327591,247.493132665,241.217455593,238.160749978,233.854529272,226.62449518,218.419599124,211.351783363,206.790256388,274.921361617,112.903137207,124.255427396,0.49328844523,10.5385408328,9,12,32,0,0,,,24422.8,6.26545,26519.8,6.43426,3.82847251915,-1.63222260486,274.945592052,142.316236159
