time,timestep,maxtimestep,icao24,outliers,callsign,heading,baroaltitude,lat,lon,velocity,vertratecorr,baroaltitudeanalysis,dbaroaltitudeanalysis,tasanalysis,dtasanalysis,baroaltitudekalman,taskalman,segment,modeltype,operator,ukalman,vkalman,tempkalman,temp_surfacekalman,temp1000kalman,temp2000kalman,temp3000kalman,temp4000kalman,temp5000kalman,temp6000kalman,temp7000kalman,temp8000kalman,temp9000kalman,temp10000kalman,temp11000kalman,tempanalysis,target_cas1,target_cas2,target_Mach,mseSpeed,n_cas1,n_cas2,n_mach,fromICAO,toICAO,distance_from_dep,trip_distance,massPast,mseEnergyRatePast,massFutur,mseEnergyRateFutur,u,v,temp,tas
1504226111,150,795,25,0.0176730486009,252,185.877392607,4420.86882553,-28.5963253021,151.959964594,140.668218782,5.79802344417,4421.25481638,6.10357608105,152.543888844,0.147698042821,4411.63270312,151.929249679,16276,1,1,11.3751668305,10.5519779591,263.345680259,290.522236752,256.13719256,249.24127716,242.879301081,236.32232754,232.359378406,230.195913271,225.309446989,220.600965462,216.298888162,212.849019543,209.953253238,263.280022727,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,22693.9,6.13334,25892,5.54823,11.3972567792,10.5423273178,263.282655281,152.667212164
1504226126,165,795,25,0.0176730486009,252,186.817449234,4504.31443096,-28.6170620271,151.957378861,143.01388399,6.18748449254,4514.63308692,6.55844889641,154.477712622,0.100487588547,4497.22515973,154.634791811,16276,1,1,11.5841826666,10.4960640209,262.752756968,290.51397672,255.494767059,248.679124831,242.2029732,235.870672217,232.112998408,229.716656251,224.935686504,220.239317166,216.00656805,212.617605524,209.749180054,262.635127347,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,22884,5.81261,26013.7,5.51175,11.6009301857,10.4887565301,262.704826615,155.146124552
1504226141,180,795,25,0.0176730486009,252,186.371076582,4619.34645337,-28.6364683415,151.954831812,143.386595847,8.47621297087,4619.24293308,7.25785450789,155.536705163,0.0489045037619,4602.8967551,155.462622689,16276,1,1,11.8362020551,10.4188648947,262.031650782,290.506429945,254.715704452,248.000266547,241.387244451,235.323147755,231.836680342,229.152362966,224.486602112,219.792549454,215.640509184,212.323928725,209.492361021,261.922454693,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,23211.6,4.46501,26128,5.37563,11.8744914948,10.4021794212,261.921763764,155.40734519
1504226156,195,795,25,0.0176730486009,252,185.893363451,4732.02,-28.6560405972,151.952475074,144.292651441,5.78688971476,4725.85077585,6.82915286783,156.262678248,0.0534831539055,4721.8147374,155.782425309,16276,1,1,12.1146284921,10.331149491,261.231290885,290.498558426,253.855308805,247.247886034,240.485167192,234.709956219,231.542042155,228.540111096,223.99815293,219.29824395,215.259417888,211.993592208,209.20419897,261.204659408,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,23392.1,3.05215,26238.9,5.12224,12.1380189882,10.3209701196,261.16397459,156.194190081
1504226171,210,795,25,0.0176730486009,252,185.376737987,4825.30806096,-28.6754577907,151.950303331,145.197847686,6.82752,4825.39672028,6.53159446521,157.090664978,0.0534391458479,4814.92078717,156.814117053,16276,1,1,12.3297397334,10.2713047521,260.609786454,290.490603001,253.181944563,246.65867567,239.782088468,234.216493782,231.306875772,228.070676309,223.604312521,218.927461446,214.974111041,211.743962519,208.985041704,260.541389918,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,23586.3,3.73642,,,12.3532398476,10.261091573,260.541968443,156.981275712
1504226186,225,795,25,0.0176730486009,252,185.036195928,4922.52,-28.6950958452,151.948303886,146.507094034,6.17728,4924.04001657,6.66967715405,157.770075536,0.0343188666676,4912.56380083,157.830050177,16276,1,1,12.5841254009,10.1696225207,259.900011981,290.482319019,252.478490907,246.047451101,239.054437914,233.698189654,231.069444761,227.593599091,223.139123445,218.54590974,214.676036293,211.483378992,208.756480021,259.810130556,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,23783.1,2.69051,,,12.6131064686,10.151627036,259.822028888,158.158147233
1504226201,240,795,25,0.0176730486009,252,184.830419958,5018.53659239,-28.711232927,151.946744974,146.622857597,7.67526880355,5025.59927325,6.79930189529,158.13203016,0.0191214264972,5005.36512004,158.141181235,16276,1,1,12.8533455826,10.0282207168,259.168270927,290.476342078,251.814553928,245.475784926,238.374425101,233.211391006,230.856756182,227.154850464,222.702874143,218.186304157,214.390227035,211.234437797,208.53902842,259.011491272,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,24046.2,4.18065,,,12.8911237111,10.0044869584,259.066175811,158.13352196
1504226216,255,795,25,0.0176730486009,252,184.613870897,5129.912614,-28.7347098242,151.944587213,147.09320529,6.43188846933,5124.94616959,6.37361016976,158.513363293,0.0347894162894,5118.15825903,158.274800203,16276,1,1,13.1735628175,9.86213534704,258.287414961,290.465052458,251.006951493,244.782000859,237.554684877,232.604225693,230.597123223,226.637673411,222.189890164,217.76701838,214.053972196,210.940017215,208.280339138,258.235439629,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,24089.4,3.99718,,,13.2066415408,9.84099933746,258.197435597,158.448432628
1504226231,270,795,25,0.0176730486009,252,184.592356655,5220.18790935,-28.7512715509,151.943088074,147.781221009,5.74105938305,5216.39855183,5.84855350405,159.17381086,0.0515896127545,5208.48800614,158.842166734,16276,1,1,13.4243728623,9.72418007801,257.590951588,290.458530283,250.365032157,244.189717638,237.0564689,232.243481093,230.401132348,226.238474208,221.785028932,217.434585979,213.782986887,210.703622044,208.181911238,257.53098968,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,24274.8,4.4902,,,13.4568229232,9.70319647693,257.502284641,159.033548232
1504226246,285,795,25,0.0176730486009,252,184.353220491,5296.47940077,-28.7663269043,151.941710252,149.104473811,5.41032278484,5301.89344326,5.61276150687,159.962407203,0.0503580762671,5285.38616347,160.000937253,16276,1,1,13.6338599387,9.60726703873,257.003107592,290.452992893,249.819131474,243.575742262,236.629156678,232.041230702,230.23669118,225.90830023,221.448021201,217.158917065,213.555969412,210.505279843,208.296844237,256.879110215,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,24446,5.04532,,,13.6642419383,9.58740662261,256.91975417,160.221327132
1504226261,300,795,25,0.0176730486009,252,184.338266791,5387.41894242,-28.7892608643,151.939755953,149.617438766,5.78626308182,5385.39292527,5.49354323504,160.672323215,0.045832570154,5375.14678543,160.540297985,16276,1,1,13.8724721697,9.47811377171,256.321139565,290.44164862,249.19097295,242.858044385,236.117971218,231.793182011,230.001227478,225.536224927,221.0706023,216.85503372,213.302543971,210.281821222,208.43529952,256.244922671,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,24647.8,4.74331,,,13.9055287626,9.45614660239,256.229862051,160.637545706
1504226276,315,795,25,0.0176730486009,252,184.714754519,5464.17149113,-28.8106842041,151.937907292,150.211481593,5.51204984961,5465.92414047,5.23923217159,161.397382936,0.0520771483653,5455.3154913,161.160845444,16276,1,1,14.0804616097,9.36247989627,255.717476044,290.431238325,248.656241749,242.222324648,235.65570999,231.575051182,229.582825342,225.21627516,220.742048866,216.591698357,213.079225543,210.084577279,208.56006415,255.639276093,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,24878.3,5.07133,,,14.1039637774,9.34662091421,255.652189203,161.234246027
1504226291,330,795,25,0.0176730486009,252,184.94809012,5540.79853419,-28.8347625732,151.935583261,151.296138429,4.55168,5542.9916091,5.06236452777,162.23226062,0.0573355555766,5534.61773794,162.049018093,16276,1,1,14.280173166,9.25016392564,255.124522029,290.418669037,248.127003952,241.595409066,235.188156046,231.356481209,229.176394596,224.912901287,220.428383733,216.343224604,212.864265764,209.893585455,208.686350934,255.063341952,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,25148.5,4.0612,,,14.2963206343,9.23908041344,255.079359276,162.291866329
1504226306,345,795,25,0.0176730486009,252,184.651108037,5617.35013068,-28.8545542546,151.933661595,152.262388543,5.18516852971,5618.80319179,5.06991401541,163.072842412,0.0548594171911,5607.85471027,163.06825109,16276,1,1,14.5666947482,9.1807139815,254.575215433,290.409108616,247.645250991,241.025503417,234.758303407,231.167945958,228.815927395,224.641183268,220.140410076,216.113282383,212.66264977,209.715404368,208.801021481,254.493461563,,124.027064444,0.548329554868,2.36719996274,0,32,15,0,0,,,25238.3,4.10664,,,14.6209481712,9.17472459114,254.504306116,163.179510622
